date,open,high,low,close,volume
2015-01-01,135.59491160901612,137.0374106686865,133.83987402118902,136.07574462890625,69356
2015-01-02,137.03740198626872,138.47990095454523,135.73914704527652,136.89315795898438,45706
2015-01-05,137.32591459531113,138.38373844384282,136.07574579808337,137.18165588378906,49430
2015-01-06,136.29211069543953,137.51822889471296,129.84893718296473,131.09910583496094,112810
2015-01-07,133.19077207130852,134.63327140782087,125.0166091644051,128.5507354736328,61146
2015-01-08,128.64687664982503,129.34409044182505,123.59812962514413,126.69950866699219,97576
2015-01-09,125.281030083963,127.42074276599189,125.20890806999923,126.2667465209961,121540
2015-01-12,126.9399073606683,126.9399073606683,121.2179978045613,123.4298324584961,135664
2015-01-13,124.07894674170467,124.53574395006095,114.4382511973533,116.0250015258789,176162
2015-01-14,116.12115861629617,116.12115861629617,107.22574895003746,111.5532455444336,271570
2015-01-15,110.9762586233349,120.23229393638525,110.9762586233349,113.57275390625,241250
2015-01-16,118.18873739655845,118.18873739655845,104.53307758191768,106.55258178710938,420416
2015-01-19,106.04772709614583,106.50451701097397,102.22510594395057,103.95610046386719,294446
2015-01-20,104.82158590183107,107.70658367894569,98.5707573847494,103.2107925415039,568872
2015-01-21,105.78325294531615,123.83852502166681,105.06200349341626,120.03994750976562,449672
2015-01-22,130.4019008900056,130.9788916211802,120.76119151356649,126.67544555664062,353592
2015-01-23,128.76707406815896,131.8444170678932,120.68908537850386,125.54550170898438,269782
2015-01-27,125.97823166419515,129.44023473977688,122.34794145992139,126.3628921508789,122646
2015-01-28,126.48309999950926,129.77680859937476,119.72740300853054,121.45840454101562,120282
2015-01-29,119.34274420410267,122.49220169142501,118.30895623156687,121.5064926147461,55470
2015-01-30,121.65075909643494,124.48767109711342,116.72222043738964,119.89572143554688,74232
2015-02-02,118.02046089799822,124.27129736815236,117.85217374656908,123.30963134765625,113940
2015-02-03,123.35769945688503,126.89182491806191,119.91974646460952,125.13678741455078,110608
2015-02-04,126.91587135721709,126.91587135721709,121.21799759073896,124.17511749267578,91128
2015-02-05,122.94900164106787,124.75213280144959,121.16992093598105,122.42008972167969,92748
2015-02-06,124.48765997168617,124.48765997168617,116.84241825519221,121.41033172607422,64236
2015-02-09,123.79046056511517,123.79046056511517,114.53441806450459,119.05425262451172,48782
2015-02-10,118.74170536980989,120.66503732910847,116.81837341051133,118.3810806274414,74726
2015-02-11,119.7274105347549,119.7274105347549,116.72220444703515,118.16470336914062,50802
2015-02-12,119.12638563692393,124.48767109711342,117.87621679839413,119.89572143554688,64036
2015-02-13,118.2849067047832,131.60398540246632,118.2849067047832,129.39215087890625,623746
2015-02-16,130.6904338055262,138.96076919093278,129.82494007457387,134.87368774414062,196198
2015-02-18,135.11406039647386,135.66701536012215,130.59423355285793,133.1186065673828,88428
2015-02-19,134.0802931977326,137.03741339409646,132.32525557500117,135.93150329589844,84190
2015-02-20,136.9892973099541,143.57671424777584,136.1238039150512,140.52342224121094,153798
2015-02-23,141.58127208630006,141.8457243468953,137.20568918014973,138.8164825439453,70276
2015-02-24,138.45588350609367,144.2499159262541,137.99908623611643,141.46109008789062,120426
2015-02-25,142.2304253947491,143.81718343223775,139.41756349321602,139.60989379882812,102462
2015-02-26,140.57153412357866,140.6676919217526,134.87365999131288,139.3213653564453,28580
2015-02-27,138.4558576322341,141.55722144076682,137.9990604476206,139.561767578125,52854
2015-03-02,138.40778511135358,138.40778511135358,127.5169203501046,132.4935302734375,66498
2015-03-03,131.26742005168575,138.86457622176317,131.26742005168575,134.53707885742188,54418
2015-03-04,136.96528022049722,137.5182352245656,132.66181908780752,134.03219604492188,51188
2015-03-05,136.5325460641387,136.5325460641387,132.20504875210716,133.3109588623047,25040
2015-03-09,132.25312470873558,133.35904952952157,126.29079781558299,131.4116668701172,33766
2015-03-10,131.43572241074,133.67159324792047,129.82492869402347,131.86846923828125,60264
2015-03-11,132.20504779523776,134.6092129511878,131.5078340304684,133.07054138183594,30540
2015-03-12,132.8781889167374,134.1283575238559,131.74822854734458,133.62347412109375,28440
2015-03-13,134.6332443493836,134.72941682203395,131.36358571329936,133.479248046875,32424
2015-03-16,134.15241843378652,137.0374166796744,131.29145597040375,132.92630004882812,27454
2015-03-17,132.9262763200952,133.62347530074487,131.2673967552931,133.1186065673828,29776
2015-03-18,133.38305563197807,135.59489010751025,131.31547984385313,133.14263916015625,37254
2015-03-19,133.67158651121812,135.59491869123565,115.39993080105161,125.28104400634766,77102
2015-03-20,125.97823421576268,125.97823421576268,116.55390536256013,122.92494201660156,77230
2015-03-23,123.57408462118971,124.22321212498333,118.52533797324227,121.00162506103516,37180
2015-03-24,121.02565086101866,123.9106558696612,119.72740337613303,120.83332061767578,106740
2015-03-25,120.71310937535205,123.09323092786056,117.80406866142906,119.79952239990234,36252
2015-03-26,120.20824758042922,122.46816116755544,117.80408262882062,119.87166595458984,36200
2015-03-27,120.68908112437403,121.60266087540437,118.78979227127668,120.73716735839844,95420
2015-03-30,120.68907177080557,124.3914913958672,120.23228193069222,121.43436431884766,53586
2015-03-31,122.13158780859762,124.39150888562328,118.76575664851815,119.99188232421875,36534
2015-04-01,119.72741358139936,124.03087467806523,119.72741358139936,122.61241149902344,32360
2015-04-06,123.06919386881836,129.8248983816179,122.66049025755194,128.14198303222656,38134
2015-04-07,131.1952911791339,134.63324430427483,128.62283161211968,131.98866271972656,68336
2015-04-08,134.00818991501293,137.0374325545693,131.26743539437692,134.6573028564453,59524
2015-04-09,134.1043153023419,135.11406749598024,131.74823663309107,132.56565856933594,39962
2015-04-10,132.61374365358532,137.03741339409646,130.04129868509955,135.93150329589844,34550
2015-04-13,144.24989198976644,157.18429603674394,140.93214740877337,144.7547607421875,377474
2015-04-15,144.24990428554227,150.50073347124908,140.88407318554627,144.0335235595703,145060
2015-04-16,143.96139237573027,147.08680676957886,137.99906631300618,141.0042724609375,75178
2015-04-17,142.9757201448083,143.7210055538095,139.44159405048077,140.6436767578125,53462
2015-04-20,140.86003181334976,141.62935286658276,131.4357021726603,132.90223693847656,59894
2015-04-21,129.82487916989453,136.07570668548203,125.54546942091719,128.67088317871094,46166
2015-04-22,129.65658732671068,131.74821335674395,126.93988440211827,129.2719268798828,46460
2015-04-23,128.59879744830002,134.39282948686628,128.33433048220348,133.21478271484375,64992
2015-04-24,133.1907357683438,133.67156874945695,128.09390323377275,129.70469665527344,57790
2015-04-27,129.80087408598772,130.78657586543005,119.7995388919632,127.18032836914062,53352
2015-04-28,126.69950818879651,127.73329630755737,122.90093004314541,126.57929992675781,63088
