date,open,high,low,close,volume,capital gains
2024-02-15,329.0,345.45001220703125,329.0,345.45001220703125,2864400,0.0
2024-02-16,362.70001220703125,362.70001220703125,362.70001220703125,362.70001220703125,142800,0.0
2024-02-19,380.79998779296875,380.79998779296875,380.79998779296875,380.79998779296875,160800,0.0
2024-02-20,381.0,399.79998779296875,361.79998779296875,399.79998779296875,1694400,0.0
2024-02-21,405.0,419.75,382.29998779296875,412.95001220703125,686400,0.0
2024-02-22,405.0,410.0,392.29998779296875,392.29998779296875,477600,0.0
2024-02-23,385.0,403.0,373.29998779296875,382.8999938964844,368400,0.0
2024-02-26,386.0,399.5,367.25,394.0,283200,0.0
2024-02-27,399.70001220703125,399.79998779296875,378.25,389.54998779296875,189600,0.0
2024-02-28,392.95001220703125,409.0,390.20001220703125,409.0,525600,0.0
2024-02-29,409.0,417.0,377.0,389.3999938964844,505200,0.0
2024-03-01,398.0,413.8500061035156,388.1499938964844,393.6000061035156,274800,0.0
2024-03-04,387.95001220703125,394.95001220703125,343.79998779296875,357.3999938964844,393600,0.0
2024-03-05,355.0,355.0,320.6000061035156,326.6000061035156,488400,0.0
2024-03-06,326.8999938964844,326.8999938964844,291.5,311.6499938964844,494400,0.0
2024-03-07,311.6499938964844,343.0,311.6499938964844,339.75,228000,0.0
2024-03-11,343.6000061035156,351.0,298.0,301.8999938964844,242400,0.0
2024-03-12,301.45001220703125,308.8500061035156,275.0,291.04998779296875,300000,0.0
2024-03-13,292.20001220703125,297.0,252.0,258.6000061035156,390000,0.0
2024-03-14,250.0,310.29998779296875,235.0,294.6499938964844,372000,0.0
2024-03-18,309.0,310.0,290.0,294.3500061035156,75600,0.0
2024-03-19,311.0,315.0,288.0,293.54998779296875,139200,0.0
2024-03-20,293.54998779296875,296.0,272.0,275.5,108000,0.0
2024-03-21,283.6000061035156,292.95001220703125,274.0,277.3500061035156,259200,0.0
2024-03-22,283.0,283.0,267.0,268.8500061035156,228000,0.0
2024-03-26,272.8999938964844,278.0,256.5,257.95001220703125,326400,0.0
2024-03-27,263.0,284.0,263.0,276.95001220703125,357600,0.0
2024-03-28,283.95001220703125,332.29998779296875,283.95001220703125,332.29998779296875,481200,0.0
2024-04-01,359.95001220703125,398.75,355.0,397.8999938964844,463200,0.0
2024-04-02,407.0,407.0,362.0,379.45001220703125,282000,0.0
2024-04-03,372.0,395.0,366.0,376.3999938964844,156000,0.0
2024-04-04,380.0,390.95001220703125,368.0,373.20001220703125,140400,0.0
2024-04-05,371.0,371.0,361.0,363.6499938964844,104400,0.0
2024-04-08,367.0,377.0,340.0,350.0,184800,0.0
2024-04-09,349.95001220703125,385.0,338.0,374.79998779296875,420000,0.0
2024-04-10,378.0,402.0,366.1499938964844,392.8500061035156,417600,0.0
2024-04-12,402.0,432.1000061035156,399.0,424.5,909600,0.0
2024-04-15,424.5,443.75,396.0,408.75,591600,0.0
2024-04-16,410.0,447.95001220703125,403.0,442.3500061035156,468000,0.0
2024-04-18,460.0,464.45001220703125,458.0,464.45001220703125,133200,0.0
2024-04-19,469.0,487.6499938964844,469.0,487.6499938964844,258000,0.0
2024-04-22,512.0,512.0,512.0,512.0,33600,0.0
2024-04-23,537.5999755859375,537.5999755859375,537.5999755859375,537.5999755859375,28800,0.0
2024-04-24,544.0,544.0,510.75,510.75,148800,0.0
2024-04-25,485.25,531.0,485.25,500.5,636000,0.0
2024-04-26,508.0,514.5,485.0,510.1000061035156,201600,0.0
2024-04-29,533.0,535.5999755859375,530.5,535.5999755859375,91600,0.0
2024-04-30,562.3499755859375,562.3499755859375,562.3499755859375,562.3499755859375,26800,0.0
2024-05-02,590.4500122070312,590.4500122070312,551.0,590.4500122070312,533200,0.0
2024-05-03,600.0,619.9500122070312,598.0,619.9500122070312,225600,0.0
2024-05-06,650.9000244140625,650.9000244140625,588.9500122070312,650.9000244140625,337600,0.0
2024-05-07,683.0,683.4000244140625,673.0,683.4000244140625,176400,0.0
2024-05-08,717.5499877929688,717.5499877929688,705.0,717.5499877929688,141200,0.0
2024-05-09,748.0,753.4000244140625,681.7000122070312,681.7000122070312,187600,0.0
2024-05-10,647.6500244140625,666.4500122070312,647.6500244140625,647.6500244140625,326400,0.0
2024-05-13,640.0,640.0,615.2999877929688,615.2999877929688,50000,0.0
2024-05-14,590.0,646.0499877929688,590.0,646.0499877929688,156400,0.0
2024-05-15,678.3499755859375,678.3499755859375,653.5,678.3499755859375,184000,0.0
2024-05-16,712.0,712.0,645.0,682.0499877929688,177200,0.0
2024-05-17,675.0,689.7999877929688,647.9500122070312,653.2999877929688,143600,0.0
2024-05-21,680.0,705.8499755859375,680.0,705.8499755859375,79600,0.0
2024-05-22,741.0999755859375,741.0999755859375,680.0,700.5999755859375,353600,0.0
2024-05-23,700.0,727.5,665.5999755859375,665.5999755859375,143600,0.0
2024-05-24,657.0,685.0,656.0,668.0999755859375,120000,0.0
2024-05-27,679.0,701.5,634.7000122070312,639.8499755859375,289200,0.0
2024-05-28,671.7999877929688,671.7999877929688,620.0,646.0499877929688,306000,0.0
2024-05-29,669.0,678.0,630.2999877929688,672.2000122070312,168000,0.0
2024-05-30,673.2000122070312,688.0,638.5999755859375,639.5999755859375,209600,0.0
2024-05-31,647.0,658.0,607.6500244140625,632.2999877929688,117600,0.0
2024-06-03,663.9000244140625,663.9000244140625,627.0,636.4500122070312,143600,0.0
2024-06-04,620.0,636.4500122070312,604.6500244140625,604.6500244140625,107200,0.0
2024-06-05,574.4500122070312,617.9500122070312,574.4500122070312,604.7000122070312,138800,0.0
2024-06-06,618.0,634.9000244140625,618.0,634.9000244140625,134800,0.0
2024-06-07,650.0,666.5999755859375,647.0,666.5999755859375,94000,0.0
2024-06-10,699.9000244140625,699.9000244140625,685.0,699.9000244140625,351200,0.0
2024-06-11,722.0,722.0,682.5,696.8499755859375,198000,0.0
2024-06-12,705.0,731.6500244140625,704.9500122070312,731.6500244140625,249600,0.0
