date,open,high,low,close,volume
2018-03-23,162.54076930918004,176.90586428364065,159.02637429708963,171.2388916015625,7879318
2018-03-26,171.23889671043972,182.13352961677086,170.88746256128692,174.37989807128906,2348330
2018-03-27,175.8295709001132,179.58557510957954,175.5000963762529,178.15785217285156,1031072
2018-03-28,176.15906302070402,177.91626065682075,173.21575161766685,174.24810791015625,353908
2018-04-02,175.28045642626674,176.59835459488528,171.3487215273467,172.315185546875,214862
2018-04-03,172.51287563470916,174.7972244165026,170.90942213780718,172.315185546875,228450
2018-04-04,172.20533496446583,173.52323293613267,170.66778733085454,172.249267578125,240096
2018-04-05,172.66664165289134,174.0943648504493,170.448184816151,170.8435516357422,139336
2018-04-06,171.19497574936128,172.16142635284467,169.67938750810677,171.65623474121094,149948
2018-04-09,172.20533731646606,172.644636646355,164.73724870835403,171.30477905273438,176604
2018-04-10,170.0528136047722,171.6782134669706,168.6470500532476,169.0863494873047,100110
2018-04-11,170.79958666900896,170.79958666900896,166.93375764400463,167.46092224121094,95608
2018-04-12,167.15341883400916,168.69096670764657,164.7372721754361,165.0008544921875,122028
2018-04-13,163.55115590965417,167.81236531286243,163.55115590965417,165.04478454589844,182670
2018-04-16,163.85865663534125,180.112732494611,163.85865663534125,175.5220489501953,1103868
2018-04-17,176.90587174277547,183.53928188270757,175.89547509038488,177.98214721679688,920306
2018-04-18,179.16822925524048,179.9589626638981,176.18098585357023,177.78443908691406,258030
2018-04-19,179.4537887757083,185.34039752551365,178.5092978318435,182.30923461914062,915076
2018-04-20,182.70461465540095,184.06644545339125,180.55205031346972,182.5728302001953,440532
2018-04-23,182.6606577415733,184.94501964125058,178.57517929731202,179.27806091308594,302418
2018-04-24,179.30000587612454,180.90344563325817,177.87228315699792,179.49769592285156,149724
2018-04-25,178.35554006358123,180.1127375026313,177.91624070381872,179.34396362304688,116550
2018-04-26,178.13590468632952,179.12432832515626,177.7624975192798,177.98214721679688,68038
2018-04-27,177.03764576853058,178.39947649417445,177.03764576853058,177.91624450683594,79968
2018-04-30,175.96135879631404,180.72775968286135,173.1278858793853,176.75210571289062,139808
2018-05-02,173.9625297968825,177.4549647348907,170.03079554120538,171.37066650390625,98920
2018-05-03,172.644673161629,173.52327200723522,169.72333468125908,172.337158203125,64546
2018-05-04,172.6446688574026,173.0839682692535,170.4481717981481,170.8215789794922,41144
2018-05-07,170.44815855400836,172.33714051564814,169.56955979857534,170.5579833984375,57830
2018-05-08,171.32676210702917,174.40185783715535,169.61349716722958,170.49209594726562,534490
2018-05-09,173.0839671261522,173.0839671261522,169.13027244560558,170.3822784423828,175524
2018-05-10,170.0088639369751,171.72212887677472,170.0088639369751,170.49209594726562,73980
2018-05-11,170.77760765458424,171.19494736380472,170.00883385806844,170.4700927734375,61328
2018-05-14,169.5695345457737,170.90939208573224,169.5695345457737,170.4700927734375,55698
2018-05-15,167.37305853218072,169.89902988798136,167.37305853218072,167.8782501220703,51012
2018-05-16,166.93374513007092,167.15339479471575,166.0551464714916,166.49444580078125,38232
2018-05-17,165.6378262042516,168.66900265751573,165.6378262042516,167.10948181152344,31314
2018-05-18,165.1985156868129,167.2192953839776,162.5407599741016,162.93612670898438,100708
2018-05-21,162.98006365165335,165.02280300806527,162.54076428871088,163.5511474609375,84330
2018-05-22,162.5627559938848,166.49449143111957,162.5407963839426,165.35231018066406,52796
2018-05-23,163.4193660449605,167.24127593597248,163.4193660449605,166.714111328125,49596
2018-05-24,167.3730657572051,168.69096391277364,165.06674398496014,166.8678741455078,40638
2018-05-25,165.6158468571913,168.93255142507982,165.3742375890384,168.33950805664062,44886
2018-05-28,166.97769041154828,175.23651306618487,166.97769041154828,174.07237243652344,86166
2018-05-29,174.37989958494848,180.74974078969694,174.37989958494848,176.8619384765625,300474
2018-05-30,175.71973468594808,177.91623136952242,174.84113601251835,176.73011779785156,71636
2018-05-31,184.50572249765077,186.70221919405137,177.0376337298887,178.09194946289062,358856
2018-06-01,178.77287369798347,179.87112205979355,175.71973788961066,176.2469024658203,93420
2018-06-04,177.0376606897258,177.0376606897258,171.32676840941207,173.80880737304688,67770
2018-06-05,173.52322835642644,173.54518795950077,169.5695345457737,170.4700927734375,73806
2018-06-06,171.32674736887986,171.34870697395033,169.04238537475388,170.71173095703125,37926
2018-06-07,169.15223148416166,177.9162600257494,169.15223148416166,176.09317016601562,186682
2018-06-08,175.76368224272488,176.09315677326998,173.52325275374767,174.92901611328125,35756
2018-06-11,174.2480748324551,175.71973025460775,173.36947618118208,174.29200744628906,41700
2018-06-12,175.28048448699997,177.5868066513026,173.5232866475313,175.3244171142578,65610
