Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-01,88.68562256257665,88.68562256257665,84.64827473898151,86.46281433105469,7526,0.0,0.0
2015-01-02,87.9144632503197,88.00518886476522,83.28738769439144,86.87110137939453,16076,0.0,0.0
2015-01-05,87.09791985351563,87.50618858406068,85.14728797241212,85.41947174072266,20997,0.0,0.0
2015-01-06,84.82973567044749,85.10191940928111,81.74501662531995,83.06056213378906,37995,0.0,0.0
2015-01-07,83.55955591101389,83.55955591101389,80.97383809570316,81.7903823852539,17776,0.0,0.0
2015-01-08,82.15329714475503,84.19465454228093,81.97183900071158,83.42346954345703,15694,0.0,0.0
2015-01-09,83.55955363694758,86.78036444399702,83.1512849642432,85.51018524169922,14402,0.0,0.0
2015-01-12,86.19064010660166,87.09791000246062,84.46682592008564,86.4174575805664,8861,0.0,0.0
2015-01-13,88.68563030163446,88.68563030163446,84.37609839439392,87.09790802001953,38805,0.0,0.0
2015-01-14,87.91446633619766,87.91446633619766,85.37410751103013,87.27937316894531,55445,0.0,0.0
2015-01-15,87.00719285689225,89.54754465914155,85.05656100675324,88.95782470703125,37818,0.0,0.0
2015-01-16,89.63827507374329,90.72699626009624,86.19064644709144,89.95581817626953,40771,0.0,0.0
2015-01-19,90.7270018625956,92.49617563014785,89.0031874428221,90.63627624511719,52394,0.0,0.0
2015-01-20,90.27334783409009,92.54152240278582,87.86908140688872,91.67961883544922,69340,0.0,0.0
2015-01-21,92.81372347944716,92.81372347944716,90.68163344855674,91.63426971435547,36065,0.0,0.0
2015-01-22,92.49615925620306,92.54152551787185,90.72698580183514,92.40543365478516,38324,0.0,0.0
2015-01-23,92.49615353315377,92.76833724248624,90.7269801882506,91.7249755859375,13476,0.0,0.0
2015-01-27,91.67963787359753,92.90445101065342,90.86309347491996,91.58890533447266,15802,0.0,0.0
2015-01-28,91.18063471576956,92.5415397115273,90.72699971718363,91.63426971435547,18603,0.0,0.0
2015-01-29,91.18063471576956,92.26935594360745,90.72699971718363,91.63426971435547,67798,0.0,0.0
2015-01-30,91.18062580789034,94.35607048776711,90.63626524715262,91.81571197509766,37362,0.0,0.0
2015-02-02,91.45281384153434,97.30470225748188,90.63626950114342,96.35206604003906,47673,0.0,0.0
2015-02-03,97.25934475405981,101.52351806166477,97.25934475405981,99.8450698852539,65818,0.0,0.0
2015-02-04,101.25131917225661,105.01649063110351,101.25131917225661,102.06786346435547,74885,0.0,0.0
2015-02-05,102.74831801225457,103.42877044942182,100.25332574264134,100.75232696533203,14477,0.0,0.0
2015-02-06,103.15657558811134,104.06384540655355,98.66559275559017,101.61421966552734,20261,0.0,0.0
2015-02-09,110.50549005630242,113.40875132136091,99.89042677947052,104.83505249023438,83885,0.0,0.0
2015-02-10,104.3360370643726,107.05784672692145,104.3360370643726,106.55884552001953,80467,0.0,0.0
2015-02-11,104.29068119022074,105.24331743577837,104.06386369574709,104.42677307128906,44269,0.0,0.0
2015-02-12,104.33605059878165,105.19795433495979,104.24532498264514,104.51750183105469,52294,0.0,0.0
2015-02-13,105.65157164482514,105.69693790625664,98.89241400671222,100.2533187866211,28834,0.0,0.0
2015-02-16,99.98114671604594,101.11523416483013,94.44680135036319,95.21797943115234,13613,0.0,0.0
2015-02-18,92.36007989124047,95.26334084341458,90.77235754385022,93.40343475341797,26862,0.0,0.0
2015-02-19,96.12523676265889,96.12523676265889,91.63425382420102,92.13325500488281,22758,0.0,0.0
2015-02-20,91.72497939425905,94.26533771377069,90.81770955470769,92.45079803466797,25868,0.0,0.0
2015-02-23,91.27135441769072,91.27135441769072,87.46082344521913,89.04854583740234,54815,0.0,0.0
2015-02-24,90.7270018625956,91.22600314160825,88.18664304167456,90.63627624511719,16994,0.0,0.0
2015-02-25,90.68163299560547,93.17662547536563,89.59291177320569,90.68163299560547,11557,0.0,0.0
2015-02-26,90.0465401653434,92.0425312339935,87.73299908502241,88.59490966796875,17392,0.0,0.0
2015-02-27,92.54153698637286,93.08589758426153,88.91245710455432,89.13927459716797,11515,0.0,0.0
2015-03-02,88.27735894378179,90.59089290210264,87.55154029690489,88.91244506835938,5454,0.0,0.0
2015-03-03,89.81971488327724,91.04452779275618,88.91244503597142,89.22998809814453,7512,0.0,0.0
2015-03-04,90.63626377423094,90.63626377423094,87.77836222440132,88.50418090820312,14750,0.0,0.0
2015-03-05,88.00518236036424,89.63827098736587,85.64628194952202,87.3247299194336,12857,0.0,0.0
2015-03-09,88.91244257528885,90.63625662184671,87.23399478860861,87.68762969970703,19397,0.0,0.0
2015-03-10,87.09790990364618,88.00517979847584,86.37209121901448,87.05254364013672,10325,0.0,0.0
2015-03-11,86.64427991862294,91.63426462597819,85.32874126454288,87.91445922851562,545931,0.0,0.0
2015-03-12,88.77634814302044,89.77434353411074,85.28336081324478,86.78035736083984,17220,0.0,0.0
2015-03-13,86.68964848947957,86.82573344758003,84.3761072948839,85.46482849121094,8886,0.0,0.0
2015-03-16,86.054554725892,87.91446092139786,84.82974165852205,85.64628601074219,10652,0.0,0.0
2015-03-17,86.64428116172873,86.64428116172873,84.10392250549624,84.37610626220703,11209,0.0,0.0
2015-03-18,85.73700411615958,86.59890773797736,83.42346314108255,83.8770980834961,11882,0.0,0.0
2015-03-19,86.1906457458004,86.1906457458004,82.87910902486715,83.10592651367188,12190,0.0,0.0
2015-03-20,82.87910456120251,84.1946500785702,81.74501717825798,83.19664764404297,20310,0.0,0.0
2015-03-23,82.56154675095964,83.46881649547568,77.57156315612141,79.34073638916016,29161,0.0,0.0
2015-03-24,80.29337879237751,84.37609296826112,80.11192759777266,81.29137420654297,8640,0.0,0.0
2015-03-25,81.65429333288657,85.7370079995309,80.02120469746076,84.2853775024414,8191,0.0,0.0
2015-03-26,85.19265365897468,85.19265365897468,77.43549245625805,82.24402618408203,32639,0.0,0.0
2015-03-27,84.28538087818637,84.28538087818637,79.20467047392361,79.74903106689453,10175,0.0,0.0
2015-03-30,79.839746513476,83.28737469987122,78.07057308109296,79.15929412841797,33785,0.0,0.0
2015-03-31,80.74701639318931,81.6542862403038,75.30339731050239,78.84175109863281,117319,0.0,0.0
2015-04-01,81.10993638033723,81.10993638033723,77.1179471438033,77.66230773925781,34905,0.0,0.0
2015-04-06,81.56355201001197,81.56355201001197,76.6642939695838,77.57156372070312,23392,0.0,0.0
2015-04-07,79.38613101877053,79.38613101877053,77.66231650369296,78.11595153808594,25478,0.0,0.0
2015-04-08,78.9324810296426,80.65629521812225,77.61694244791656,79.70365905761719,23490,0.0,0.0
2015-04-09,81.01920293712709,84.10391498718832,79.56756559366316,83.74101257324219,27265,0.0,0.0
2015-04-10,85.01119002220715,90.27335840663861,85.01119002220715,87.77836608886719,90454,0.0,0.0
2015-04-13,88.7309912337593,92.4507961142677,88.7309912337593,91.36206817626953,29615,0.0,0.0
2015-04-15,93.17661564935857,93.17661564935857,89.8197197993625,91.0445327758789,17705,0.0,0.0
2015-04-16,90.27336333401435,90.86309020751516,88.73100713124668,89.2753677368164,14572,0.0,0.0
2015-04-17,88.91245642186469,89.63827516142362,85.37410217987578,85.96382904052734,15618,0.0,0.0
2015-04-20,89.45681673265547,89.45681673265547,78.93248657385844,80.38411712646484,35562,0.0,0.0
2015-04-21,79.83975982666016,82.33475232124329,78.66030606045256,79.83975982666016,30349,0.0,0.0
2015-04-22,81.51819369557788,81.51819369557788,78.66029231673788,79.65829467773438,65739,0.0,0.0
2015-04-23,81.51820457723868,83.42347011015461,79.8397565344775,80.38411712646484,9464,0.0,0.0
2015-04-24,80.97383834838867,80.97383834838867,78.93248107910156,79.38611602783203,30032,0.0,0.0
2015-04-27,79.15931387976373,80.65631088479681,78.66031257077891,79.06858825683594,13225,0.0,0.0
2015-04-28,80.29337693676199,81.56355603539969,78.97783850148103,81.33673858642578,13883,0.0,0.0
2015-04-29,79.11393675457627,82.1079303539297,78.93248553361198,79.29539489746094,18203,0.0,0.0
2015-04-30,80.74702973892272,80.74702973892272,79.02321536011213,80.15730285644531,430931,0.0,0.0
2015-05-04,80.0212086399456,83.33274541709395,80.0212086399456,82.60693359375,18394,0.0,0.0
2015-05-05,82.56157029471724,83.92247529957523,82.56157029471724,83.33274841308594,5342,0.0,0.0
2015-05-06,82.5615566832889,82.5615566832889,79.02320286962116,80.11193084716797,22779,0.0,0.0
2015-05-07,78.206667836595,80.74702649509656,78.02521661323938,80.38411712646484,33018,0.0,0.0
2015-05-08,81.20066077487432,82.47084009316706,80.11193960029222,80.88311767578125,4786,0.0,0.0
2015-05-11,81.20065372634394,82.92446787139889,80.42947571779615,80.70165252685547,21495,0.0,0.0
2015-05-12,80.61092935852312,82.56156103100223,80.02120253820338,81.60892486572266,30794,0.0,0.0
2015-05-13,81.65429434562333,83.4688342199705,80.74702440844973,81.38211059570312,6746,0.0,0.0
2015-05-14,80.9284761992111,82.87910796230767,80.7470249792618,82.01720428466797,81272,0.0,0.0
2015-05-15,81.654296875,82.56156684027778,81.06457001318535,81.654296875,12084,0.0,0.0
2015-05-18,80.92846810854735,82.19864728696987,79.43147838882332,80.74701690673828,12520,0.0,0.0
2015-05-19,82.47084702458146,82.47084702458146,80.33876384070973,81.69966888427734,18234,0.0,0.0
2015-05-20,81.20066813875077,82.01721255469784,80.97385062998332,81.83575439453125,7462,0.0,0.0
2015-05-21,81.47284565071266,82.19865746978257,79.93048255658812,81.654296875,25158,0.0,0.0
2015-05-22,81.20067248328239,82.56157760870053,80.88312933840244,82.06257629394531,110150,0.0,0.0
2015-05-25,81.6542899503918,81.6542899503918,79.97584204135107,80.8377456665039,3711,0.0,0.0
2015-05-26,80.6562925017052,82.15328916554449,79.93047383986803,81.51819610595703,22379,0.0,0.0
2015-05-27,80.74702690972222,82.19865746978257,80.20266631493966,81.654296875,19340,0.0,0.0
2015-05-28,80.79239317675432,81.79038875417577,78.34276011735201,81.654296875,30578,0.0,0.0
2015-05-29,80.74702401554784,81.6542939483068,79.1139353678136,79.79438781738281,4420,0.0,0.0
2015-06-01,81.56356516612227,82.19865132557693,78.43347986673004,79.38611602783203,515261,0.0,0.0
2015-06-02,79.4314864659243,80.06657265875535,76.21067539190311,77.39012908935547,13586,0.0,0.0
2015-06-03,77.57156880225877,78.02520370753514,74.84975937060057,76.98184204101562,17340,0.0,0.0
2015-06-04,78.70565871182356,78.93247617208819,74.94048748704694,76.93648529052734,4591,0.0,0.0
2015-06-05,77.57156372070312,78.47883347182247,76.6642939695838,77.57156372070312,2551,0.0,0.0
2015-06-08,77.1179320153562,77.9344762093144,73.17130982013063,77.02720642089844,72005,0.0,0.0
2015-06-09,76.2106710332577,77.93448521482252,74.98585806175005,77.1633071899414,4345,0.0,0.0
2015-06-10,77.9344829401735,83.06055907182416,76.66430374230752,81.20065307617188,40308,0.0,0.0
2015-06-11,81.65429133826382,81.65429133826382,78.6149385450569,80.33875274658203,31907,0.0,0.0
2015-06-12,79.83975591437002,82.28938202024729,78.97785222724441,80.5655746459961,3125,0.0,0.0
2015-06-15,80.29338627740327,82.42546916140229,78.93248142524389,81.60892486572266,14493,0.0,0.0
2015-06-16,80.74702982469039,81.6089335540508,79.15930732813749,79.83975982666016,1941,0.0,0.0
2015-06-17,79.88512161282739,81.47284402029024,79.38612037314235,79.93048095703125,1775,0.0,0.0
2015-06-18,79.6583054550528,81.654296603253,78.02521675421954,79.74903106689453,4385,0.0,0.0
2015-06-19,81.47283175640325,81.47283175640325,76.52820713573927,76.98184204101562,12320,0.0,0.0
2015-06-22,75.48485525456724,79.2500268408364,75.48485525456724,78.2066650390625,9001,0.0,0.0
2015-06-23,78.02520558469921,79.74901965060553,77.79838812660415,78.70565795898438,10474,0.0,0.0
2015-06-24,79.65830224729487,80.65629778120672,78.70566605651707,79.97584533691406,6157,0.0,0.0
2015-06-25,78.97785291172532,80.52020907739742,78.93248664488536,80.06657409667969,8209,0.0,0.0
2015-06-26,80.52019759606621,80.52019759606621,78.75102419230072,79.02320098876953,4403,0.0,0.0
2015-06-29,78.02521701388889,82.01720624549522,77.29939827289847,81.654296875,44332,0.0,0.0
2015-06-30,82.0172037694686,82.60693061347993,79.06857647133226,81.06456756591797,523765,0.0,0.0
2015-07-01,81.654296875,82.28938308192625,80.74702690972222,81.654296875,315406,0.0,0.0
2015-07-02,82.47083343423495,82.92446837400311,81.56356355469865,82.28937530517578,133487,0.0,0.0
2015-07-03,81.65430752508843,82.4708519847236,80.74703744147634,82.06257629394531,16738,0.0,0.0
2015-07-06,79.61293945312501,82.10793185763889,76.21067708333334,81.654296875,14879,0.0,0.0
2015-07-07,80.83776317927065,82.10794268250024,80.83776317927065,81.74503326416016,32167,0.0,0.0
