Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-03,142.76598566682702,157.04258728027344,141.96729179115795,157.04258728027344,122117100,0.0,0.0
2023-10-04,164.8298326465593,168.42393238325695,160.13751164787917,164.68006896972656,55015120,0.0,0.0
2023-10-05,166.22753043210784,167.57532731292272,159.03931594667233,163.53195190429688,14856340,0.0,0.0
2023-10-06,164.87974124814406,173.06633489570044,163.73162921001622,171.31919860839844,14529440,0.0,0.0
2023-10-09,167.72507757761088,168.77336235923474,160.9362023431819,162.58351135253906,8685101,0.0,0.0
2023-10-10,163.73162329425165,174.5139527530759,162.78318096217677,169.4722137451172,11096550,0.0,0.0
2023-10-11,171.46894655244574,175.51232213800094,169.9214799414531,172.41738891601562,6367753,0.0,0.0
2023-10-12,173.36583151962347,174.51395878980355,170.91984376792942,171.8682861328125,3980057,0.0,0.0
2023-10-13,170.27090187413583,174.3641831776573,169.0728686934422,169.9713897705078,3828930,0.0,0.0
2023-10-16,170.62032936709682,170.72017181841306,165.4787630345144,167.57533264160156,3230784,0.0,0.0
2023-10-17,169.42228569056036,177.4591150445453,168.02458286109265,176.71034240722656,11425810,0.0,0.0
2023-10-18,178.607230554684,186.04505108734637,173.21607355206646,174.81346130371094,16767220,0.0,0.0
2023-10-19,174.71362689231594,181.25291140276363,174.01477543151054,178.60723876953125,6152869,0.0,0.0
2023-10-20,179.15633739145198,181.20298573160304,175.06305594496885,175.81182861328125,3401682,0.0,0.0
2023-10-23,176.9100129004255,178.15796730185883,166.22752627091987,167.07614135742188,5466657,0.0,0.0
2023-10-25,169.72180919042472,170.52050310396706,162.08433387038335,165.37892150878906,3701887,0.0,0.0
2023-10-26,165.7283467633423,173.1661520502346,161.78481384796623,171.91819763183594,5038029,0.0,0.0
2023-10-27,173.71525488370023,179.65551486313203,172.46730046643228,175.91165161132812,4251314,0.0,0.0
2023-10-30,177.10968886013245,177.10968886013245,168.22425929927684,169.4722137451172,5625385,0.0,0.0
2023-10-31,171.16942181884335,172.6170458706806,167.72507073445306,169.2725372314453,2413657,0.0,0.0
2023-11-01,170.57042604282304,173.21608347206748,167.37565035657084,167.8748321533203,2823188,0.0,0.0
2023-11-02,170.22097871605487,172.71688749488266,169.27253642686395,171.46893310546875,1766150,0.0,0.0
2023-11-03,171.76845783825067,174.41411524485335,169.9214791125564,171.16943359375,2521359,0.0,0.0
2023-11-06,178.70708263059575,188.24145796295846,176.91002512162476,187.9918670654297,20256520,0.0,0.0
