Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-01,70.17601115995097,72.69469923367684,70.00230419284497,71.73933410644531,3148265,0.0,0.0
2015-01-02,71.52219669455349,73.25922639752379,70.95766071583965,71.17478942871094,3822581,0.0,0.0
2015-01-05,70.91423108974368,71.8261676069897,69.22062334130096,70.17599487304688,3117614,0.0,0.0
2015-01-06,69.35091468264793,69.35091468264793,66.44139104075246,66.87564849853516,3138278,0.0,0.0
2015-01-07,67.04933615367742,67.70072221718947,64.3569417497426,66.0939712524414,3123705,0.0,0.0
2015-01-08,67.04935092911253,69.65489575733571,67.04935092911253,68.87323760986328,3485197,0.0,0.0
2015-01-09,69.78517040645646,70.69711369563795,67.61388317149364,68.786376953125,3194930,0.0,0.0
2015-01-12,69.00351335413598,69.00351335413598,67.30991177292746,68.22185516357422,1724553,0.0,0.0
2015-01-13,68.0047195989681,69.26406355862783,66.48481851774429,67.17962646484375,2203002,0.0,0.0
2015-01-14,66.87564449499149,67.57045903634557,65.39917187741727,65.79000091552734,1741410,0.0,0.0
2015-01-15,67.0927734375,70.08914707644472,66.52823744902332,67.0927734375,5775539,0.0,0.0
2015-01-16,67.04934589009666,68.04813932443435,66.00713068763113,66.35453796386719,2777422,0.0,0.0
2015-01-19,66.09398743171056,67.30990970649593,65.00834372676708,65.35575103759766,2168675,0.0,0.0
2015-01-20,65.65972029498052,66.31110642216532,64.92148400941953,65.09518432617188,1435488,0.0,0.0
2015-01-21,65.57285182558257,65.65970195970611,62.75017939600451,62.967308044433594,3330548,0.0,0.0
2015-01-22,62.96732545296114,65.96369897919134,61.925110302857334,64.22666931152344,3599278,0.0,0.0
2015-01-23,65.44260704391606,65.57288562537418,59.92753785630224,62.57651138305664,4025640,0.0,0.0
2015-01-27,63.09760748994803,63.09760748994803,61.36057772629491,62.48964309692383,1866966,0.0,0.0
2015-01-28,63.01075694529827,68.87323236211299,62.92390015664763,65.92028045654297,9407926,0.0,0.0
