Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-01,9068.009810182582,9110.767373582039,8967.11612081339,9040.91796875,5510,0.0,0.0
2015-01-02,9062.560690248365,9062.560690248365,8963.740214636615,8991.12109375,1605,0.0,0.0
2015-01-05,8965.670027622844,9057.69378752865,8946.870031328566,8968.6103515625,2685,0.0,0.0
2015-01-06,8980.61067665772,8980.61067665772,8676.966544973462,8750.52734375,2183,0.0,0.0
2015-01-07,8758.869194710875,8817.39039128056,8655.421208593556,8738.623046875,6180,0.0,0.0
2015-01-08,8869.742151472154,8869.742151472154,8744.890889666105,8832.865234375,9564,0.0,0.0
2015-01-09,8855.278612012837,8917.945254340635,8845.685606924526,8858.4599609375,5835,0.0,0.0
2015-01-12,8787.792852815253,8946.869739344547,8787.792852815253,8871.7177734375,21195,0.0,0.0
2015-01-13,8899.67799486457,8977.722278791716,8869.694784389092,8900.498046875,16857,0.0,0.0
2015-01-14,8955.738140695685,8968.078460273591,8831.127934181994,8929.900390625,13055,0.0,0.0
2015-01-15,8889.02294207126,9768.284213564642,8889.02294207126,9615.9560546875,34301,0.0,0.0
2015-01-16,9737.432302795205,9737.432302795205,9486.765728663844,9564.0869140625,5131,0.0,0.0
2015-01-19,9573.536880998221,9951.465023732491,9573.536880998221,9888.943359375,23250,0.0,0.0
2015-01-20,9838.663382195078,10171.278655772472,9744.32635439303,10081.0390625,24943,0.0,0.0
2015-01-21,10147.179335531402,10267.692154243176,9988.10241483186,10052.986328125,11973,0.0,0.0
2015-01-22,10074.867475382529,10797.944088448261,9973.636749553327,10512.71484375,27153,0.0,0.0
2015-01-23,10725.639702234745,10732.388419350757,10413.270510007862,10634.001953125,46747,0.0,0.0
2015-01-27,10701.440521766777,10839.403197513671,10208.15715610372,10459.2578125,12300,0.0,0.0
2015-01-28,10653.331271459574,10701.536390334957,10508.715914833427,10660.70703125,12808,0.0,0.0
2015-01-29,10788.307054493851,10788.307054493851,10383.384001510167,10503.80078125,12831,0.0,0.0
2015-01-30,10653.331295285763,10653.331295285763,10412.305700369796,10575.9140625,26559,0.0,0.0
2015-02-02,10701.536584386686,10701.536584386686,10453.907260836055,10506.546875,11832,0.0,0.0
2015-02-03,10788.30504744092,11362.910034775574,9928.373787909573,10458.87109375,90496,0.0,0.0
2015-02-04,10458.87079103794,10515.0777668173,9737.4812451837,10304.56640625,31196,0.0,0.0
2015-02-05,10122.110684247516,10699.31895585755,9980.917705232107,10606.9091796875,9439,0.0,0.0
2015-02-06,10601.655828134724,10797.946696842691,10306.736532374714,10675.5537109375,18958,0.0,0.0
2015-02-09,10512.185982796198,10776.447001230052,10512.185982796198,10669.431640625,12371,0.0,0.0
2015-02-10,10605.125251125766,10759.381618414869,10443.156065472209,10607.728515625,21411,0.0,0.0
2015-02-11,10614.815347427384,10701.729554625195,10460.510947966237,10686.833984375,7732,0.0,0.0
2015-02-12,10537.637942652253,10768.926456715117,10537.637942652253,10715.466796875,2518,0.0,0.0
2015-02-13,10648.509051295934,11086.693511577872,10648.509051295934,10894.162109375,29096,0.0,0.0
2015-02-16,10937.982237377697,11015.496443281883,10518.356687582087,10665.2373046875,5847,0.0,0.0
2015-02-18,10471.742296915356,10894.356170520652,10354.747915968055,10507.703125,85677,0.0,0.0
2015-02-19,10657.138688095953,10841.33024214798,10413.364859365933,10608.64453125,47444,0.0,0.0
2015-02-20,10664.080990289824,10749.741106721625,10513.536033076172,10710.501953125,12577,0.0,0.0
2015-02-23,10726.07450849084,10749.743036921083,10619.878239913689,10711.998046875,7325,0.0,0.0
2015-02-24,10749.742776703446,10819.110139245415,10226.910184035542,10594.28125,11771,0.0,0.0
2015-02-25,10793.223372268452,10804.696568462734,10488.325960849132,10666.8779296875,60085,0.0,0.0
2015-02-26,10666.875439321124,10701.53510392741,10427.393002439607,10598.6171875,20624,0.0,0.0
2015-02-27,10556.96928427722,10720.81867526382,10539.760433060164,10606.1865234375,35844,0.0,0.0
2015-03-02,10264.796320665273,11086.163394041228,10261.855997199977,11037.572265625,12346,0.0,0.0
2015-03-03,11087.176017757929,11107.27717332681,10780.736490252171,11042.779296875,4002,0.0,0.0
2015-03-04,10990.766142045797,11053.384774287892,10781.41095248323,10834.7265625,5942,0.0,0.0
2015-03-05,11087.079689500459,11087.079689500459,10676.275161499225,10753.6923828125,21806,0.0,0.0
2015-03-09,10753.69291466275,10796.981483838144,10605.173146040568,10705.34375,4497,0.0,0.0
2015-03-10,10509.67898907026,10894.403816876591,10509.67898907026,10622.044921875,24557,0.0,0.0
2015-03-11,10653.33140725045,10653.33140725045,10220.112374997925,10276.6083984375,132677,0.0,0.0
2015-03-12,10358.317092939062,10358.317092939062,10123.12410355603,10304.857421875,5514,0.0,0.0
2015-03-13,10525.1077229749,10552.102594848428,10201.169260492574,10312.619140625,6734,0.0,0.0
2015-03-16,10335.175518428574,10364.098584245072,10027.626918579814,10302.830078125,13725,0.0,0.0
2015-03-17,10436.405804293527,10436.405804293527,10240.693067270748,10319.0263671875,16129,0.0,0.0
2015-03-18,10287.98361424428,11087.08036694016,10267.737466034549,10451.5439453125,13756,0.0,0.0
2015-03-19,10615.73146248593,10961.84422200209,10605.12633614978,10627.927734375,4889,0.0,0.0
2015-03-20,10788.304752698412,10800.066989076759,10475.598547840844,10641.6162109375,51853,0.0,0.0
2015-03-23,10585.843291599636,10701.48755119662,10330.356181192177,10409.267578125,23920,0.0,0.0
2015-03-24,10371.525568612129,10412.306915730807,9787.568500786958,10206.375,9937,0.0,0.0
2015-03-25,10376.537414047041,10990.766636024497,10204.10714626149,10670.0576171875,17323,0.0,0.0
2015-03-26,10604.982755174613,10894.358503896137,10317.825195459864,10669.14453125,22107,0.0,0.0
2015-03-27,10365.73880424621,10822.048230882781,10365.690787432824,10515.51171875,20124,0.0,0.0
2015-03-30,10410.376751266842,10595.484394927078,10238.814556771134,10366.4140625,10151,0.0,0.0
2015-03-31,10507.751884106643,10527.998034172359,10286.97243815193,10406.328125,24882,0.0,0.0
2015-04-01,10315.944955198614,10645.571982570325,10248.457778966262,10487.7001953125,34015,0.0,0.0
2015-04-06,10653.329167198819,10701.53427655266,10364.098511075774,10475.404296875,6372,0.0,0.0
2015-04-07,10326.500399853127,10695.751604515974,10326.500399853127,10561.693359375,10259,0.0,0.0
2015-04-08,10561.839292845194,10639.257479524813,10328.478462808907,10401.0751953125,1880,0.0,0.0
2015-04-09,10507.750854235732,10841.282229620441,10422.716843992712,10693.7265625,10067,0.0,0.0
2015-04-10,10604.884752302762,10749.64509577342,10364.100192027518,10415.390625,19680,0.0,0.0
2015-04-13,10576.202380691746,10576.202380691746,9939.942870500128,10062.962890625,20188,0.0,0.0
2015-04-15,10156.8185744804,10304.326238637543,9949.53656275631,10155.5654296875,64431,0.0,0.0
2015-04-16,10166.45899689563,10199.238475880406,9942.016164383465,10076.3154296875,14157,0.0,0.0
2015-04-17,10108.611310094378,10204.828518907852,9511.543021109801,9678.7177734375,22748,0.0,0.0
2015-04-20,9678.865115905091,9771.225938446652,9457.844638496794,9689.615234375,31069,0.0,0.0
